gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2070,3520,2055,2911,53.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,870,2527,891,111.8,5809.75,0
2142,3520,2157,2911,46.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,927,45.2,2065.15,0
2070,692,2055,1301,60.0,3811,2011,1438,1200,1441,1425,1240,1676,1632,870,2527,927,64.622374368519,4456.35,0
2142,3520,2055,2911,64.0,3811,1800,1438,2105,1441,1425,1240,1629,1673,997,2527,891,76.1,4818.8,0
2070,692,2157,2911,18.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,2345,2527,927,103.6,1806.35,0
2142,3520,2157,2911,3.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,64.622374368519,61.35,0
2142,3520,2055,1301,20.0,401,401,1438,1200,1864,1425,1240,1676,1673,997,2527,927,39.4,825.4,0
2142,3520,2055,1301,69.0,3811,2011,1867,2105,1441,1880,1240,1629,1673,997,2527,962,92.15,6480.9,0
2142,3520,2055,2911,59.0,3811,1800,1867,1200,1441,1425,1240,1629,1673,2345,2527,1432,106.75,6252.9,1
2070,692,2157,2911,16.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,96.4,1581.2,1
2142,3520,2055,1301,68.0,3811,1800,1867,1200,1441,1880,2065,1676,1673,870,2527,891,85.5,5696.6,0
2070,3520,2055,1301,28.0,3811,1800,1867,2105,1864,1880,1240,1676,1632,870,2527,1432,90.45,2509.25,0
2070,3520,2157,2911,35.0,3811,2011,1867,2105,1864,1425,1240,1629,1632,870,2527,1432,99.25,3532,0
2070,3520,2055,1301,14.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.55,294.5,0
2070,3520,2055,2911,65.0,3811,2011,1438,2105,1864,1880,1240,1629,1673,997,2527,927,59.8,3808.2,0
2070,3520,2157,2911,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,2527,891,91.35,6697.2,0
2142,3520,2055,2911,7.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.35,451.1,1
2070,3520,2157,2911,60.0,3811,1800,1438,2105,1864,1425,1240,1629,1632,870,1685,927,80.55,4847.05,0
2142,692,2055,2911,29.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,94.45,2653.65,1
2070,3520,2055,2911,37.0,3811,1800,1438,1200,1864,1425,1240,1676,1673,870,1685,927,68.1,2479.25,0
2142,3520,2157,2911,12.0,3811,2011,1438,2105,1441,1880,1240,1676,1673,2345,2527,962,53.75,648.65,0
2142,3520,2055,2911,60.0,3811,1800,907,907,907,907,907,907,907,870,1685,891,24.15,1505.9,0
2142,3520,2157,2911,4.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,1685,927,51.75,201.1,1
2142,692,2055,2911,72.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,997,1685,927,109.7,7898.45,0
2142,3520,2157,1301,4.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,1432,101.7,364.55,1
2070,3520,2055,1301,9.0,3811,2011,1867,2105,1864,1880,1240,1676,1673,2345,2527,1432,75.85,647.5,0
2142,3520,2157,1301,1.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,24.75,24.75,1
2142,692,2055,2911,2.0,3811,2011,1867,2105,1864,1425,2065,1676,1673,2345,2527,1432,74.2,140.1,0
2142,3520,2157,2911,13.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,70.15,931.75,0
2142,3520,2055,1301,7.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,891,69.95,529.5,1
2142,3520,2157,2911,12.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,20.05,267,0
2142,3520,2157,2911,20.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,85.25,1734.5,1
2070,3520,2055,2911,71.0,3811,1800,907,907,907,907,907,907,907,997,2527,927,64.622374368519,1732.95,0
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.55,19.55,0
2070,3520,2055,2911,49.0,3811,2011,907,907,907,907,907,907,907,870,2527,891,20.05,923.1,0
2070,3520,2157,1301,8.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.95,170.9,0
2142,3520,2055,1301,54.0,3811,1800,1438,2105,1441,1880,1240,1629,1673,870,2527,1432,70.7,3770,0
2070,3520,2157,2911,38.0,3811,1800,1438,1200,1441,1425,2065,1676,1673,2345,2527,891,66.15,2522.4,0
2142,3520,2055,2911,27.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,19.55,520.55,0
2142,3520,2055,2911,30.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,20.7,587.1,0
2070,3520,2157,2911,9.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,74.75,706.6,1
2142,3520,2157,2911,72.0,401,401,1438,1200,1441,1425,1240,1629,1632,997,2527,891,65.55,4807.45,0
2142,3520,2055,2911,70.0,3811,1800,1438,1200,1441,1425,1240,1629,1673,997,1685,962,79.15,5536.5,0
2142,3520,2157,2911,23.0,3811,1800,1867,2105,1864,1425,2065,1676,1673,2345,2527,1432,81.0,1917.1,1
2070,3520,2157,2911,4.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,70.4,281,1
2070,3520,2157,2911,9.0,3811,2011,907,907,907,907,907,907,907,2345,2527,927,20.45,147.55,0
2142,3520,2157,2911,29.0,401,401,1438,1200,1864,1880,1240,1676,1673,870,1685,962,35.6,1072.6,0
2142,3520,2157,2911,45.0,3811,2011,1438,1200,1864,1425,2065,1629,1632,2345,2527,1432,75.95,3273.8,0
2142,3520,2157,2911,51.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.45,1042.65,0
2070,692,2055,2911,71.0,3811,2011,1867,2105,1441,1425,2065,1676,1632,997,1685,927,89.45,6435.25,0
2142,3520,2157,2911,4.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,70.2,237.95,1
2142,3520,2055,1301,15.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,891,74.9,1107.25,1
2070,3520,2157,2911,7.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,79.0,522.95,1
2142,3520,2157,1301,16.0,3811,1800,1438,1200,1441,1880,2065,1676,1632,2345,2527,1432,69.1,1083.7,0
2142,3520,2055,2911,38.0,3811,2011,1867,1200,1441,1880,2065,1676,1673,2345,2527,1432,79.45,3013.05,1
2070,692,2055,2911,65.0,3811,1800,1867,1200,1864,1425,2065,1629,1632,2345,1685,891,64.622374368519,6786.4,1
2142,3520,2157,2911,36.0,3811,2011,907,907,907,907,907,907,907,997,2527,927,18.55,689,0
2142,3520,2055,1301,64.0,3811,1800,1867,2105,1864,1425,2065,1676,1632,870,1685,927,90.25,5629.15,0
2142,692,2055,2911,57.0,3811,1800,1867,2105,1441,1880,2065,1676,1632,2345,2527,1432,64.622374368519,4925.35,0
2070,3520,2055,1301,31.0,3811,1800,1867,2105,1441,1880,2065,1676,1632,2345,2527,1432,91.15,2995.45,1
2142,3520,2157,2911,15.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.8,309.4,0
2070,692,2055,2911,1.0,3811,1800,1867,2105,1864,1425,2065,1629,1632,2345,2527,1432,100.8,100.8,1
2070,3520,2055,2911,60.0,3811,1800,1867,1200,1441,1880,2065,1676,1632,2345,2527,927,94.1,5475.9,0
2070,692,2055,2911,65.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,891,108.8,7082.45,0
2142,3520,2055,1301,71.0,3811,2011,1867,1200,1441,1425,1240,1629,1673,997,1685,927,100.2,7209,0
2142,3520,2055,1301,25.0,3811,2011,1867,2105,1864,1880,1240,1629,1673,2345,1685,1432,85.9,2199.05,0
2070,692,2055,2911,2.0,3811,2011,1438,2105,1441,1880,2065,1676,1673,2345,1685,927,50.15,115.1,1
2070,3520,2055,1301,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,1432,20.0,20,0
2142,3520,2157,2911,27.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,962,69.05,1793.25,0
2142,3520,2055,1301,72.0,3811,1800,1867,1200,1441,1425,1240,1629,1673,997,2527,927,106.1,7548.6,0
2142,692,2055,2911,30.0,3811,1800,1867,2105,1864,1880,1240,1629,1632,2345,2527,1432,101.5,2917.65,0
2142,3520,2157,2911,35.0,401,401,1438,2105,1864,1425,2065,1629,1632,2345,1685,1432,49.2,1701.65,0
2070,3520,2055,2911,71.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,927,93.2,6506.15,0
2142,3520,2157,2911,21.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,19.6,390.4,0
2142,3520,2157,1301,9.0,3811,2011,1438,2105,1441,1880,2065,1676,1673,2345,2527,1432,50.1,484.05,0
2070,3520,2055,1301,6.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,64.622374368519,113.5,0
2070,3520,2055,2911,59.0,3811,1800,1867,1200,1441,1425,1240,1676,1632,870,2527,927,107.0,6152.3,0
2142,3520,2157,2911,7.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,962,43.9,278.4,0
2070,3520,2055,2911,25.0,3811,2011,1867,2105,1864,1880,1240,1629,1632,2345,2527,1432,64.622374368519,2395.7,0
2070,3520,2055,1301,71.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,2527,927,90.55,6239.05,0
2142,3520,2055,2911,72.0,3811,1800,1867,1200,1441,1425,1240,1676,1632,997,1685,891,105.6,7581.5,0
2070,3520,2157,2911,35.0,3811,2011,907,907,907,907,907,907,907,2345,1685,891,19.25,617.65,0
2070,3520,2157,2911,5.0,3811,2011,907,907,907,907,907,907,907,870,1685,1432,19.55,99.6,0
2142,3520,2157,2911,3.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.85,64.55,1
2070,3520,2157,2911,17.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,891,70.5,1165.6,0
2142,692,2157,2911,47.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,927,86.05,3865.6,0
2142,3520,2055,2911,49.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,891,99.05,4853.75,1
2070,692,2157,2911,38.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.2,735.9,0
2070,3520,2055,1301,32.0,401,401,1438,1200,1441,1880,2065,1676,1673,2345,2527,1432,35.15,1051.05,0
2142,3520,2157,2911,9.0,3811,2011,1867,2105,1864,1880,1240,1629,1673,2345,1685,1432,86.25,770.5,0
2142,3520,2055,1301,72.0,3811,1800,1438,1200,1864,1425,1240,1676,1673,997,2527,927,64.622374368519,4811.6,0
2142,3520,2055,2911,4.0,401,401,1438,2105,1441,1880,2065,1629,1632,2345,2527,1432,48.55,201,1
2070,3520,2055,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,1685,1432,78.8,78.8,1
2142,3520,2157,2911,10.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,89.5,863.1,1
2142,3520,2055,1301,17.0,3811,2011,907,907,907,907,907,907,907,870,1685,891,19.9,329.75,0
2070,3520,2157,2911,39.0,401,401,1438,2105,1864,1425,2065,1629,1632,2345,2527,1432,50.75,2011.4,1
2070,3520,2157,2911,3.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.85,63.75,1
2070,3520,2055,1301,30.0,3811,2011,1438,2105,1441,1425,1240,1629,1632,997,1685,891,64.622374368519,2369.3,0
2070,3520,2157,2911,62.0,3811,1800,1438,2105,1441,1425,1240,1629,1632,997,1685,891,84.5,5193.2,0
2142,692,2157,2911,67.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,927,116.1,7839.85,0
2142,3520,2055,1301,12.0,3811,2011,907,907,907,907,907,907,907,2345,2527,1432,21.15,306.05,0
2142,3520,2157,2911,8.0,3811,2011,1867,2105,1864,1425,2065,1629,1632,2345,2527,1432,94.7,740.3,1
2070,3520,2055,1301,1.0,401,401,1438,1200,1864,1880,2065,1676,1673,2345,1685,891,30.5,30.5,1
2142,3520,2157,2911,32.0,3811,2011,907,907,907,907,907,907,907,997,2527,891,20.05,614.45,0
2142,3520,2055,1301,37.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,870,1685,927,91.2,3247.55,0
2070,692,2055,2911,11.0,3811,2011,1867,2105,1864,1880,1240,1629,1673,2345,2527,1432,64.622374368519,880.05,0
2142,3520,2157,1301,47.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,64.622374368519,1013.05,0
2142,3520,2157,2911,22.0,3811,2011,1867,2105,1441,1425,1240,1676,1632,2345,2527,891,94.95,2142.8,0
2070,3520,2055,1301,70.0,3811,2011,1438,1200,1441,1425,1240,1676,1632,870,1685,927,74.1,5222.3,0
2070,692,2055,2911,5.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,64.622374368519,341.6,0
2070,3520,2157,2911,28.0,401,401,1438,2105,1864,1425,1240,1676,1673,2345,2527,962,35.75,961.4,0
2070,3520,2157,1301,12.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,105.3,1275.65,0
2142,692,2157,2911,6.0,3811,2011,1867,1200,1864,1880,2065,1629,1673,2345,2527,891,85.15,503.6,1
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.45,20.45,0
2070,692,2157,2911,20.0,3811,1800,1867,2105,1441,1425,2065,1676,1632,2345,2527,1432,64.622374368519,1782.4,1
2142,692,2055,2911,61.0,3811,1800,1438,2105,1441,1880,2065,1676,1632,870,1685,891,64.622374368519,3902.6,0
2070,3520,2055,1301,47.0,3811,2011,1438,2105,1441,1880,1240,1676,1632,997,1685,891,63.8,3007.25,0
2142,3520,2055,2911,46.0,3811,1800,1867,2105,1441,1425,2065,1629,1673,870,2527,1432,94.65,4312.5,0
2142,692,2055,2911,27.0,3811,1800,1867,2105,1441,1425,2065,1676,1632,2345,2527,1432,95.55,2510.2,1
2142,692,2157,2911,2.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,962,74.85,156.4,1
2142,3520,2055,1301,19.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,1685,927,50.1,910.45,0
2070,3520,2157,2911,28.0,3811,2011,1438,2105,1441,1880,1240,1676,1673,2345,1685,891,54.65,1517.5,0
2070,692,2157,2911,14.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,78.95,1101.85,1
2142,692,2157,2911,8.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.7,572.85,0
2142,692,2157,1301,56.0,3811,2011,1867,1200,1864,1880,2065,1629,1632,870,1685,927,94.8,5264.3,0
2070,3520,2157,2911,70.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,870,1685,927,115.55,8127.6,1
2070,3520,2055,2911,68.0,401,401,1438,1200,1864,1425,2065,1629,1632,870,2527,1432,54.4,3723.65,0
2070,3520,2157,2911,50.0,3811,1800,1867,1200,1441,1880,1240,1629,1632,997,2527,1432,109.65,5551.15,1
2070,3520,2055,2911,64.0,3811,1800,907,907,907,907,907,907,907,997,1685,927,25.0,1584.8,0
2142,3520,2055,1301,67.0,3811,1800,1438,1200,1864,1425,2065,1629,1632,997,2527,1432,79.7,5293.4,1
2070,692,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,962,74.45,74.45,1
2142,3520,2157,2911,7.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,1685,1432,96.2,639.7,0
2070,3520,2055,1301,14.0,3811,2011,907,907,907,907,907,907,907,997,2527,962,19.7,263.65,0
2070,3520,2055,2911,68.0,3811,1800,1867,1200,1441,1880,2065,1676,1673,997,2527,891,84.7,5711.05,0
2070,3520,2055,2911,55.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,927,77.75,4266.4,0
2070,3520,2157,1301,48.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.95,936.7,0
2142,3520,2055,2911,32.0,3811,2011,1438,1200,1441,1880,1240,1676,1632,870,1685,962,70.5,2201.75,0
2142,3520,2157,2911,12.0,401,401,1438,2105,1441,1880,1240,1676,1673,2345,1685,962,34.0,442.45,0
2070,3520,2055,1301,28.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,870,2527,891,70.4,1992.2,0
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,927,19.8,19.8,0
2142,692,2055,2911,15.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,891,85.6,1345.55,1
2070,3520,2157,2911,4.0,3811,2011,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,79.15,317.25,1
2070,3520,2055,1301,8.0,3811,2011,1438,1200,1441,1880,2065,1676,1673,2345,1685,962,64.622374368519,482.25,0
2142,3520,2055,2911,70.0,3811,1800,1438,1200,1441,1425,1240,1629,1673,870,1685,891,79.4,5528.9,0
2070,692,2157,2911,2.0,3811,1800,1438,2105,1441,1880,2065,1676,1673,2345,2527,927,56.55,118.25,0
2070,3520,2055,2911,71.0,401,401,1438,1200,1441,1425,1240,1629,1632,870,1685,891,66.8,4689.15,0
2142,692,2055,1301,20.0,3811,2011,1867,1200,1864,1425,1240,1676,1632,870,1685,927,64.622374368519,1818.3,0
2142,3520,2055,2911,36.0,401,401,1438,1200,1864,1425,2065,1676,1673,870,1685,962,35.35,1317.95,0
2142,3520,2055,1301,67.0,401,401,1438,1200,1864,1880,2065,1629,1632,997,1685,927,50.9,3281.65,0
2070,3520,2055,2911,9.0,401,401,1438,2105,1864,1425,2065,1629,1632,2345,2527,1432,48.75,442.2,1
2142,3520,2055,1301,60.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,1685,891,74.35,4453.3,0
2070,3520,2055,1301,12.0,3811,2011,907,907,907,907,907,907,907,2345,2527,927,20.1,232.4,0
2142,3520,2157,2911,35.0,3811,1800,1867,1200,1441,1425,1240,1676,1673,2345,2527,962,96.75,3403.4,0
2142,3520,2055,1301,53.0,3811,2011,1438,2105,1441,1880,1240,1629,1673,2345,1685,927,65.0,3363.8,0
2142,3520,2055,2911,53.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,19.9,1110.05,0
2142,3520,2055,2911,66.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,891,91.7,6075.9,0
2070,692,2157,2911,8.0,3811,2011,1867,2105,1441,1880,2065,1629,1673,2345,2527,1432,87.1,713.6,0
2142,3520,2055,1301,21.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,26.05,565.75,0
2142,3520,2157,2911,11.0,3811,2011,1438,2105,1441,1425,1240,1676,1673,2345,2527,1432,60.9,688.5,0
2070,3520,2055,2911,71.0,3811,1800,907,907,907,907,907,907,907,997,2527,927,24.45,1681.6,0
2070,692,2157,2911,72.0,3811,1800,1867,1200,1441,1880,1240,1629,1632,997,2527,891,110.1,7746.7,0
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.65,19.65,0
2142,3520,2055,1301,19.0,401,401,1438,1200,1441,1880,2065,1676,1673,2345,2527,962,34.95,610.2,0
2070,3520,2055,1301,39.0,3811,1800,1867,2105,1864,1880,1240,1629,1632,2345,2527,927,99.95,3767.4,0
2142,3520,2157,2911,25.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,962,70.95,1767.35,1
2070,3520,2055,1301,55.0,3811,2011,907,907,907,907,907,907,907,2345,1685,927,20.0,1087.25,0
2142,3520,2157,2911,11.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.4,231.45,0
2070,692,2055,2911,72.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,997,2527,927,64.622374368519,7882.25,0
2142,3520,2157,2911,17.0,3811,2011,907,907,907,907,907,907,907,870,2527,962,20.5,365.8,0
2142,3520,2055,1301,64.0,3811,2011,1438,1200,1864,1425,2065,1629,1632,870,2527,927,73.05,4688.65,0
2142,692,2157,2911,34.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,927,69.15,2275.1,0
2142,3520,2157,2911,5.0,3811,2011,1438,2105,1864,1880,1240,1676,1673,2345,2527,1432,49.2,216.9,1
2070,3520,2055,2911,62.0,3811,1800,1438,1200,1441,1880,1240,1629,1632,997,2527,1432,84.95,5150.55,0
2142,3520,2055,2911,53.0,401,401,1438,2105,1441,1425,1240,1629,1632,870,2527,1432,60.45,3184.25,1
2070,3520,2055,1301,37.0,3811,1800,1867,2105,1441,1425,2065,1676,1632,2345,2527,1432,95.15,3532.85,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,64.622374368519,20.05,0
2142,3520,2055,2911,24.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.1,533.9,0
2070,3520,2157,2911,12.0,3811,2011,907,907,907,907,907,907,907,870,1685,1432,20.15,260.7,0
2070,3520,2055,1301,59.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,870,2527,1432,106.15,6256.2,0
2142,3520,2055,1301,51.0,3811,1800,1867,2105,1441,1880,1240,1676,1673,870,1685,891,84.2,4299.75,0
2070,3520,2157,1301,13.0,3811,2011,1438,1200,1441,1880,2065,1676,1673,2345,2527,1432,64.622374368519,764.55,0
2142,3520,2157,2911,2.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,82.0,184.65,1
2070,3520,2055,1301,35.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,19.7,730.4,0
2070,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,45.15,45.15,1
2142,3520,2157,2911,6.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.6,116.6,0
2142,3520,2157,2911,2.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,45.15,98.5,1
2142,692,2157,2911,3.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,79.9,260.9,1
2142,3520,2055,2911,36.0,3811,2011,1867,1200,1864,1880,2065,1629,1632,2345,2527,1432,93.6,3366.05,0
2142,692,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,71.65,71.65,1
2142,3520,2157,2911,18.0,3811,1800,1438,1200,1864,1880,2065,1676,1673,2345,1685,962,56.25,969.85,0
2070,3520,2055,2911,33.0,3811,2011,1438,2105,1441,1880,1240,1676,1673,870,2527,927,53.75,1857.3,0
2142,692,2157,2911,2.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,74.7,165.4,1
2142,3520,2055,2911,39.0,3811,2011,907,907,907,907,907,907,907,997,2527,891,20.45,790,0
2070,3520,2157,2911,7.0,3811,1800,1867,1200,1864,1880,2065,1676,1673,2345,2527,962,79.65,604.7,1
2142,3520,2157,2911,71.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,25.55,1898.1,0
2142,3520,2157,2911,6.0,3811,2011,1438,1200,1441,1880,2065,1676,1673,2345,2527,891,55.7,335.65,0
2070,3520,2055,1301,41.0,3811,1800,1867,1200,1441,1425,2065,1676,1632,870,2527,891,101.6,3930.55,0
2142,3520,2055,1301,68.0,401,401,1438,1200,1441,1425,1240,1676,1632,997,2527,962,56.4,3948.45,0
2070,3520,2055,1301,61.0,3811,1800,1438,1200,1441,1880,2065,1676,1673,2345,1685,1432,59.8,3641.5,0
2142,3520,2055,2911,66.0,3811,1800,1867,1200,1864,1425,2065,1629,1632,997,2527,927,106.05,6981.35,1
2070,3520,2157,2911,57.0,401,401,1438,1200,1864,1425,1240,1676,1673,870,2527,927,41.1,2258.25,0
2142,3520,2157,2911,66.0,3811,1800,907,907,907,907,907,907,907,870,1685,891,25.45,1699.15,0
2142,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,64.622374368519,89.55,1
2070,3520,2157,2911,50.0,3811,2011,1867,2105,1864,1425,1240,1676,1632,997,2527,891,89.7,4304.5,0
2070,3520,2157,2911,19.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,20.25,383.65,0
2070,3520,2157,2911,7.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.9,173.15,0
2142,3520,2055,1301,62.0,3811,2011,1867,1200,1441,1425,1240,1629,1632,997,1685,962,108.15,6825.65,0
2070,3520,2055,1301,1.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.35,20.35,0
2070,692,2055,2911,72.0,3811,1800,907,907,907,907,907,907,907,997,2527,927,25.7,1937.4,0
2070,3520,2055,2911,59.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,18.4,1057.85,0
2070,692,2157,2911,65.0,401,401,1438,2105,1441,1425,2065,1629,1632,997,2527,891,53.5,3517.9,0
2070,3520,2055,2911,72.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,25.65,1887,0
2142,3520,2055,2911,46.0,3811,2011,1438,1200,1441,1425,1240,1676,1673,997,1685,962,65.65,3047.15,0
2070,692,2055,2911,70.0,3811,1800,1867,1200,1864,1880,2065,1676,1632,2345,2527,1432,90.85,6470.1,0
2142,3520,2157,2911,5.0,3811,2011,907,907,907,907,907,907,907,2345,1685,927,20.05,95.55,0
2142,692,2055,2911,6.0,3811,1800,1867,2105,1864,1425,2065,1676,1673,2345,2527,1432,80.8,457.1,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,20.2,20.2,1
2070,3520,2055,1301,72.0,3811,2011,1867,1200,1441,1425,1240,1629,1632,997,2527,891,108.3,7679.65,0
2070,3520,2055,2911,48.0,401,401,1438,1200,1864,1425,2065,1676,1632,2345,2527,891,64.622374368519,2145,1
2070,3520,2157,2911,40.0,3811,1800,1438,2105,1864,1425,1240,1629,1632,870,2527,962,80.75,3208.65,0
2142,3520,2055,1301,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.7,19.7,0
2070,3520,2055,2911,51.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,962,69.15,3649.6,0
2142,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.85,69.85,1
2142,3520,2157,2911,51.0,3811,1800,907,907,907,907,907,907,907,870,2527,891,64.622374368519,1266.4,0
2142,692,2055,2911,67.0,3811,1800,1867,1200,1441,1880,2065,1676,1673,2345,1685,891,83.85,5588.8,0
2070,3520,2157,2911,16.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,1685,891,75.1,1212.85,0
2142,3520,2055,2911,2.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,64.622374368519,38,0
2142,692,2055,1301,38.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,1685,1432,64.622374368519,3741.85,0
2142,3520,2157,2911,7.0,3811,1800,907,907,907,907,907,907,907,2345,2527,891,25.05,152.95,0
2142,3520,2055,1301,70.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,25.35,1715.15,0
2070,3520,2157,2911,30.0,3811,1800,1867,1200,1864,1880,1240,1629,1632,2345,1685,891,106.4,3211.9,0
2070,3520,2157,1301,3.0,3811,2011,907,907,907,907,907,907,907,870,2527,927,20.55,57.4,0
2070,3520,2055,2911,53.0,3811,1800,1867,2105,1864,1880,1240,1676,1632,870,2527,1432,91.15,4862.5,0
